ID	name	UP/DOWN	statistic	p.value	FDRp.value	N.nodes	N.gene.nodes	N.measured.nodes	ratio.measured.gene.nodes	nodes	N.DA.nodes	DA.nodes
P-hsa04068-54	FoxO signaling pathway: GADD45G*	UP	1.61374947049309e-05	0.999987138997513	1	41	37	37	1	N-hsa04068-1, N-hsa04068-2, N-hsa04068-3, N-hsa04068-4, N-hsa04068-5, N-hsa04068-8, N-hsa04068-9, N-hsa04068-10, N-hsa04068-11, N-hsa04068-12, N-hsa04068-15, N-hsa04068-16, N-hsa04068-17, N-hsa04068-18, N-hsa04068-19, N-hsa04068-24, N-hsa04068-25, N-hsa04068-26, N-hsa04068-27, N-hsa04068-29, N-hsa04068-34, N-hsa04068-35, N-hsa04068-36, N-hsa04068-38, N-hsa04068-65, N-hsa04068-70, N-hsa04068-78, N-hsa04068-79, N-hsa04068-80, N-hsa04068-83, N-hsa04068-84, N-hsa04068-85, N-hsa04068-86, N-hsa04068-93, N-hsa04068-94, N-hsa04068-95, N-hsa04068-97, N-hsa04068-62 63, N-hsa04068-62 64, N-hsa04068-7, N-hsa04068-54	28	N-hsa04068-1, N-hsa04068-2, N-hsa04068-3, N-hsa04068-8, N-hsa04068-9, N-hsa04068-10, N-hsa04068-12, N-hsa04068-15, N-hsa04068-17, N-hsa04068-18, N-hsa04068-24, N-hsa04068-25, N-hsa04068-26, N-hsa04068-27, N-hsa04068-29, N-hsa04068-34, N-hsa04068-35, N-hsa04068-36, N-hsa04068-38, N-hsa04068-70, N-hsa04068-78, N-hsa04068-79, N-hsa04068-83, N-hsa04068-84, N-hsa04068-85, N-hsa04068-86, N-hsa04068-93, N-hsa04068-7
P-hsa04068-55	FoxO signaling pathway: ATM	UP	1.3579219419916e-05	0.999989177850842	1	41	37	37	1	N-hsa04068-1, N-hsa04068-2, N-hsa04068-3, N-hsa04068-4, N-hsa04068-5, N-hsa04068-8, N-hsa04068-9, N-hsa04068-10, N-hsa04068-11, N-hsa04068-12, N-hsa04068-15, N-hsa04068-16, N-hsa04068-17, N-hsa04068-18, N-hsa04068-19, N-hsa04068-24, N-hsa04068-25, N-hsa04068-26, N-hsa04068-27, N-hsa04068-29, N-hsa04068-34, N-hsa04068-35, N-hsa04068-36, N-hsa04068-38, N-hsa04068-65, N-hsa04068-70, N-hsa04068-78, N-hsa04068-79, N-hsa04068-80, N-hsa04068-83, N-hsa04068-84, N-hsa04068-85, N-hsa04068-86, N-hsa04068-93, N-hsa04068-94, N-hsa04068-95, N-hsa04068-97, N-hsa04068-62 63, N-hsa04068-62 64, N-hsa04068-7, N-hsa04068-55	29	N-hsa04068-1, N-hsa04068-2, N-hsa04068-3, N-hsa04068-8, N-hsa04068-9, N-hsa04068-10, N-hsa04068-12, N-hsa04068-15, N-hsa04068-17, N-hsa04068-18, N-hsa04068-24, N-hsa04068-25, N-hsa04068-26, N-hsa04068-27, N-hsa04068-29, N-hsa04068-34, N-hsa04068-35, N-hsa04068-36, N-hsa04068-38, N-hsa04068-70, N-hsa04068-78, N-hsa04068-79, N-hsa04068-83, N-hsa04068-84, N-hsa04068-85, N-hsa04068-86, N-hsa04068-93, N-hsa04068-7, N-hsa04068-55
P-hsa04068-13	FoxO signaling pathway: PCK1	UP	1.26306293963645e-05	0.999989933842951	1	41	37	37	1	N-hsa04068-1, N-hsa04068-2, N-hsa04068-3, N-hsa04068-4, N-hsa04068-5, N-hsa04068-8, N-hsa04068-9, N-hsa04068-10, N-hsa04068-11, N-hsa04068-12, N-hsa04068-15, N-hsa04068-16, N-hsa04068-17, N-hsa04068-18, N-hsa04068-19, N-hsa04068-24, N-hsa04068-25, N-hsa04068-26, N-hsa04068-27, N-hsa04068-29, N-hsa04068-34, N-hsa04068-35, N-hsa04068-36, N-hsa04068-38, N-hsa04068-65, N-hsa04068-70, N-hsa04068-78, N-hsa04068-79, N-hsa04068-80, N-hsa04068-83, N-hsa04068-84, N-hsa04068-85, N-hsa04068-86, N-hsa04068-93, N-hsa04068-94, N-hsa04068-95, N-hsa04068-97, N-hsa04068-62 63, N-hsa04068-62 64, N-hsa04068-7, N-hsa04068-13	29	N-hsa04068-1, N-hsa04068-2, N-hsa04068-3, N-hsa04068-8, N-hsa04068-9, N-hsa04068-10, N-hsa04068-12, N-hsa04068-15, N-hsa04068-17, N-hsa04068-18, N-hsa04068-24, N-hsa04068-25, N-hsa04068-26, N-hsa04068-27, N-hsa04068-29, N-hsa04068-34, N-hsa04068-35, N-hsa04068-36, N-hsa04068-38, N-hsa04068-70, N-hsa04068-78, N-hsa04068-79, N-hsa04068-83, N-hsa04068-84, N-hsa04068-85, N-hsa04068-86, N-hsa04068-93, N-hsa04068-7, N-hsa04068-13
P-hsa04068-14	FoxO signaling pathway: G6PC	UP	1.68908853157283e-05	0.999986538572311	1	41	37	37	1	N-hsa04068-1, N-hsa04068-2, N-hsa04068-3, N-hsa04068-4, N-hsa04068-5, N-hsa04068-8, N-hsa04068-9, N-hsa04068-10, N-hsa04068-11, N-hsa04068-12, N-hsa04068-15, N-hsa04068-16, N-hsa04068-17, N-hsa04068-18, N-hsa04068-19, N-hsa04068-24, N-hsa04068-25, N-hsa04068-26, N-hsa04068-27, N-hsa04068-29, N-hsa04068-34, N-hsa04068-35, N-hsa04068-36, N-hsa04068-38, N-hsa04068-65, N-hsa04068-70, N-hsa04068-78, N-hsa04068-79, N-hsa04068-80, N-hsa04068-83, N-hsa04068-84, N-hsa04068-85, N-hsa04068-86, N-hsa04068-93, N-hsa04068-94, N-hsa04068-95, N-hsa04068-97, N-hsa04068-62 63, N-hsa04068-62 64, N-hsa04068-7, N-hsa04068-14	29	N-hsa04068-1, N-hsa04068-2, N-hsa04068-3, N-hsa04068-8, N-hsa04068-9, N-hsa04068-10, N-hsa04068-12, N-hsa04068-15, N-hsa04068-17, N-hsa04068-18, N-hsa04068-24, N-hsa04068-25, N-hsa04068-26, N-hsa04068-27, N-hsa04068-29, N-hsa04068-34, N-hsa04068-35, N-hsa04068-36, N-hsa04068-38, N-hsa04068-70, N-hsa04068-78, N-hsa04068-79, N-hsa04068-83, N-hsa04068-84, N-hsa04068-85, N-hsa04068-86, N-hsa04068-93, N-hsa04068-7, N-hsa04068-14
P-hsa04068-56	FoxO signaling pathway: BCL6*	UP	7.93437723761023e-06	0.999993676586902	1	41	37	37	1	N-hsa04068-1, N-hsa04068-2, N-hsa04068-3, N-hsa04068-4, N-hsa04068-5, N-hsa04068-8, N-hsa04068-9, N-hsa04068-10, N-hsa04068-11, N-hsa04068-12, N-hsa04068-15, N-hsa04068-16, N-hsa04068-17, N-hsa04068-18, N-hsa04068-19, N-hsa04068-24, N-hsa04068-25, N-hsa04068-26, N-hsa04068-27, N-hsa04068-29, N-hsa04068-34, N-hsa04068-35, N-hsa04068-36, N-hsa04068-38, N-hsa04068-65, N-hsa04068-70, N-hsa04068-78, N-hsa04068-79, N-hsa04068-80, N-hsa04068-83, N-hsa04068-84, N-hsa04068-85, N-hsa04068-86, N-hsa04068-93, N-hsa04068-94, N-hsa04068-95, N-hsa04068-97, N-hsa04068-62 63, N-hsa04068-62 64, N-hsa04068-7, N-hsa04068-56	29	N-hsa04068-1, N-hsa04068-2, N-hsa04068-3, N-hsa04068-8, N-hsa04068-9, N-hsa04068-10, N-hsa04068-12, N-hsa04068-15, N-hsa04068-17, N-hsa04068-18, N-hsa04068-24, N-hsa04068-25, N-hsa04068-26, N-hsa04068-27, N-hsa04068-29, N-hsa04068-34, N-hsa04068-35, N-hsa04068-36, N-hsa04068-38, N-hsa04068-70, N-hsa04068-78, N-hsa04068-79, N-hsa04068-83, N-hsa04068-84, N-hsa04068-85, N-hsa04068-86, N-hsa04068-93, N-hsa04068-7, N-hsa04068-56
P-hsa04068-57	FoxO signaling pathway: IL7R	UP	1.44311400866215e-05	0.999988498900731	1	41	37	37	1	N-hsa04068-1, N-hsa04068-2, N-hsa04068-3, N-hsa04068-4, N-hsa04068-5, N-hsa04068-8, N-hsa04068-9, N-hsa04068-10, N-hsa04068-11, N-hsa04068-12, N-hsa04068-15, N-hsa04068-16, N-hsa04068-17, N-hsa04068-18, N-hsa04068-19, N-hsa04068-24, N-hsa04068-25, N-hsa04068-26, N-hsa04068-27, N-hsa04068-29, N-hsa04068-34, N-hsa04068-35, N-hsa04068-36, N-hsa04068-38, N-hsa04068-65, N-hsa04068-70, N-hsa04068-78, N-hsa04068-79, N-hsa04068-80, N-hsa04068-83, N-hsa04068-84, N-hsa04068-85, N-hsa04068-86, N-hsa04068-93, N-hsa04068-94, N-hsa04068-95, N-hsa04068-97, N-hsa04068-62 63, N-hsa04068-62 64, N-hsa04068-7, N-hsa04068-57	28	N-hsa04068-1, N-hsa04068-2, N-hsa04068-3, N-hsa04068-8, N-hsa04068-9, N-hsa04068-10, N-hsa04068-12, N-hsa04068-15, N-hsa04068-17, N-hsa04068-18, N-hsa04068-24, N-hsa04068-25, N-hsa04068-26, N-hsa04068-27, N-hsa04068-29, N-hsa04068-34, N-hsa04068-35, N-hsa04068-36, N-hsa04068-38, N-hsa04068-70, N-hsa04068-78, N-hsa04068-79, N-hsa04068-83, N-hsa04068-84, N-hsa04068-85, N-hsa04068-86, N-hsa04068-93, N-hsa04068-7
P-hsa04068-58	FoxO signaling pathway: KLF2	UP	1.34995344191424e-06	0.999998924135692	1	41	37	37	1	N-hsa04068-1, N-hsa04068-2, N-hsa04068-3, N-hsa04068-4, N-hsa04068-5, N-hsa04068-8, N-hsa04068-9, N-hsa04068-10, N-hsa04068-11, N-hsa04068-12, N-hsa04068-15, N-hsa04068-16, N-hsa04068-17, N-hsa04068-18, N-hsa04068-19, N-hsa04068-24, N-hsa04068-25, N-hsa04068-26, N-hsa04068-27, N-hsa04068-29, N-hsa04068-34, N-hsa04068-35, N-hsa04068-36, N-hsa04068-38, N-hsa04068-65, N-hsa04068-70, N-hsa04068-78, N-hsa04068-79, N-hsa04068-80, N-hsa04068-83, N-hsa04068-84, N-hsa04068-85, N-hsa04068-86, N-hsa04068-93, N-hsa04068-94, N-hsa04068-95, N-hsa04068-97, N-hsa04068-62 63, N-hsa04068-62 64, N-hsa04068-7, N-hsa04068-58	29	N-hsa04068-1, N-hsa04068-2, N-hsa04068-3, N-hsa04068-8, N-hsa04068-9, N-hsa04068-10, N-hsa04068-12, N-hsa04068-15, N-hsa04068-17, N-hsa04068-18, N-hsa04068-24, N-hsa04068-25, N-hsa04068-26, N-hsa04068-27, N-hsa04068-29, N-hsa04068-34, N-hsa04068-35, N-hsa04068-36, N-hsa04068-38, N-hsa04068-70, N-hsa04068-78, N-hsa04068-79, N-hsa04068-83, N-hsa04068-84, N-hsa04068-85, N-hsa04068-86, N-hsa04068-93, N-hsa04068-7, N-hsa04068-58
P-hsa04068-59	FoxO signaling pathway: S1PR1	UP	1.48639146029542e-07	0.99999988153995	1	41	37	37	1	N-hsa04068-1, N-hsa04068-2, N-hsa04068-3, N-hsa04068-4, N-hsa04068-5, N-hsa04068-8, N-hsa04068-9, N-hsa04068-10, N-hsa04068-11, N-hsa04068-12, N-hsa04068-15, N-hsa04068-16, N-hsa04068-17, N-hsa04068-18, N-hsa04068-19, N-hsa04068-24, N-hsa04068-25, N-hsa04068-26, N-hsa04068-27, N-hsa04068-29, N-hsa04068-34, N-hsa04068-35, N-hsa04068-36, N-hsa04068-38, N-hsa04068-65, N-hsa04068-70, N-hsa04068-78, N-hsa04068-79, N-hsa04068-80, N-hsa04068-83, N-hsa04068-84, N-hsa04068-85, N-hsa04068-86, N-hsa04068-93, N-hsa04068-94, N-hsa04068-95, N-hsa04068-97, N-hsa04068-62 63, N-hsa04068-62 64, N-hsa04068-7, N-hsa04068-59	29	N-hsa04068-1, N-hsa04068-2, N-hsa04068-3, N-hsa04068-8, N-hsa04068-9, N-hsa04068-10, N-hsa04068-12, N-hsa04068-15, N-hsa04068-17, N-hsa04068-18, N-hsa04068-24, N-hsa04068-25, N-hsa04068-26, N-hsa04068-27, N-hsa04068-29, N-hsa04068-34, N-hsa04068-35, N-hsa04068-36, N-hsa04068-38, N-hsa04068-70, N-hsa04068-78, N-hsa04068-79, N-hsa04068-83, N-hsa04068-84, N-hsa04068-85, N-hsa04068-86, N-hsa04068-93, N-hsa04068-7, N-hsa04068-59
P-hsa04068-60	FoxO signaling pathway: RAG1	UP	1.27582071579663e-05	0.999989832168066	1	41	37	37	1	N-hsa04068-1, N-hsa04068-2, N-hsa04068-3, N-hsa04068-4, N-hsa04068-5, N-hsa04068-8, N-hsa04068-9, N-hsa04068-10, N-hsa04068-11, N-hsa04068-12, N-hsa04068-15, N-hsa04068-16, N-hsa04068-17, N-hsa04068-18, N-hsa04068-19, N-hsa04068-24, N-hsa04068-25, N-hsa04068-26, N-hsa04068-27, N-hsa04068-29, N-hsa04068-34, N-hsa04068-35, N-hsa04068-36, N-hsa04068-38, N-hsa04068-65, N-hsa04068-70, N-hsa04068-78, N-hsa04068-79, N-hsa04068-80, N-hsa04068-83, N-hsa04068-84, N-hsa04068-85, N-hsa04068-86, N-hsa04068-93, N-hsa04068-94, N-hsa04068-95, N-hsa04068-97, N-hsa04068-62 63, N-hsa04068-62 64, N-hsa04068-7, N-hsa04068-60	29	N-hsa04068-1, N-hsa04068-2, N-hsa04068-3, N-hsa04068-8, N-hsa04068-9, N-hsa04068-10, N-hsa04068-12, N-hsa04068-15, N-hsa04068-17, N-hsa04068-18, N-hsa04068-24, N-hsa04068-25, N-hsa04068-26, N-hsa04068-27, N-hsa04068-29, N-hsa04068-34, N-hsa04068-35, N-hsa04068-36, N-hsa04068-38, N-hsa04068-70, N-hsa04068-78, N-hsa04068-79, N-hsa04068-83, N-hsa04068-84, N-hsa04068-85, N-hsa04068-86, N-hsa04068-93, N-hsa04068-7, N-hsa04068-60
P-hsa04068-88	FoxO signaling pathway: FBXO32	UP	1.27288933401903e-05	0.999989855530124	1	41	37	37	1	N-hsa04068-1, N-hsa04068-2, N-hsa04068-3, N-hsa04068-4, N-hsa04068-5, N-hsa04068-8, N-hsa04068-9, N-hsa04068-10, N-hsa04068-11, N-hsa04068-12, N-hsa04068-15, N-hsa04068-16, N-hsa04068-17, N-hsa04068-18, N-hsa04068-19, N-hsa04068-24, N-hsa04068-25, N-hsa04068-26, N-hsa04068-27, N-hsa04068-29, N-hsa04068-34, N-hsa04068-35, N-hsa04068-36, N-hsa04068-38, N-hsa04068-65, N-hsa04068-70, N-hsa04068-78, N-hsa04068-79, N-hsa04068-80, N-hsa04068-83, N-hsa04068-84, N-hsa04068-85, N-hsa04068-86, N-hsa04068-93, N-hsa04068-94, N-hsa04068-95, N-hsa04068-97, N-hsa04068-62 63, N-hsa04068-62 64, N-hsa04068-7, N-hsa04068-88	29	N-hsa04068-1, N-hsa04068-2, N-hsa04068-3, N-hsa04068-8, N-hsa04068-9, N-hsa04068-10, N-hsa04068-12, N-hsa04068-15, N-hsa04068-17, N-hsa04068-18, N-hsa04068-24, N-hsa04068-25, N-hsa04068-26, N-hsa04068-27, N-hsa04068-29, N-hsa04068-34, N-hsa04068-35, N-hsa04068-36, N-hsa04068-38, N-hsa04068-70, N-hsa04068-78, N-hsa04068-79, N-hsa04068-83, N-hsa04068-84, N-hsa04068-85, N-hsa04068-86, N-hsa04068-93, N-hsa04068-7, N-hsa04068-88
P-hsa04068-72	FoxO signaling pathway: SMAD2	DOWN	-5.89221217336013	1.44371267829544e-08	3.3272788507153e-08	4	4	4	1	N-hsa04068-71, N-hsa04068-73, N-hsa04068-99, N-hsa04068-72	3	N-hsa04068-71, N-hsa04068-73, N-hsa04068-99
P-hsa04071-89	Sphingolipid signaling pathway: Nitric oxide	UP	0.215813862085802	0.829335973210104	0.899846319110558	13	10	10	1	N-hsa04071-4, N-hsa04071-5, N-hsa04071-6, N-hsa04071-7, N-hsa04071-12, N-hsa04071-13, N-hsa04071-14, N-hsa04071-15, N-hsa04071-16, N-hsa04071-17, N-hsa04071-33, N-hsa04071-64, N-hsa04071-89	6	N-hsa04071-4, N-hsa04071-6, N-hsa04071-12, N-hsa04071-13, N-hsa04071-14, N-hsa04071-64
P-hsa04071-69	Sphingolipid signaling pathway: RAC1	UP	3.92830672270656	0.000115033601436438	0.000197802966356332	9	8	8	1	N-hsa04071-5, N-hsa04071-12, N-hsa04071-13, N-hsa04071-14, N-hsa04071-15, N-hsa04071-16, N-hsa04071-17, N-hsa04071-33, N-hsa04071-69	4	N-hsa04071-12, N-hsa04071-13, N-hsa04071-14, N-hsa04071-69
P-hsa04071-1	Sphingolipid signaling pathway: MAPK1	UP	8.60845429554183	1.53092835673602e-15	5.35824924857605e-15	11	10	10	1	N-hsa04071-2, N-hsa04071-3, N-hsa04071-12, N-hsa04071-13, N-hsa04071-14, N-hsa04071-15, N-hsa04071-16, N-hsa04071-17, N-hsa04071-20, N-hsa04071-33, N-hsa04071-1	6	N-hsa04071-2, N-hsa04071-12, N-hsa04071-13, N-hsa04071-14, N-hsa04071-20, N-hsa04071-1
P-hsa04071-11	Sphingolipid signaling pathway: PRKCA	DOWN	-5.54752469299372	8.40665319685456e-08	1.84454753184786e-07	11	9	9	1	N-hsa04071-12, N-hsa04071-13, N-hsa04071-14, N-hsa04071-15, N-hsa04071-16, N-hsa04071-17, N-hsa04071-18, N-hsa04071-21, N-hsa04071-33, N-hsa04071-67, N-hsa04071-11	6	N-hsa04071-12, N-hsa04071-13, N-hsa04071-14, N-hsa04071-18, N-hsa04071-21, N-hsa04071-11
P-hsa04071-66	Sphingolipid signaling pathway: D-myo-Inositol 1,4,5-trisphosphate	UP	3.78827361538183	0.000196563378902058	0.000334318131296701	10	8	8	1	N-hsa04071-12, N-hsa04071-13, N-hsa04071-14, N-hsa04071-15, N-hsa04071-16, N-hsa04071-17, N-hsa04071-18, N-hsa04071-21, N-hsa04071-33, N-hsa04071-66	5	N-hsa04071-12, N-hsa04071-13, N-hsa04071-14, N-hsa04071-18, N-hsa04071-21
P-hsa04071-24	Sphingolipid signaling pathway: PTEN	DOWN	-0.0246794074891051	0.980333406085107	1	9	8	8	1	N-hsa04071-13, N-hsa04071-14, N-hsa04071-15, N-hsa04071-16, N-hsa04071-19, N-hsa04071-22, N-hsa04071-23, N-hsa04071-33, N-hsa04071-24	6	N-hsa04071-13, N-hsa04071-14, N-hsa04071-19, N-hsa04071-22, N-hsa04071-23, N-hsa04071-24
P-hsa04071-68	Sphingolipid signaling pathway: NFKB1	UP	3.80507332959692	0.000184472443791257	0.000314038388886024	9	8	8	1	N-hsa04071-13, N-hsa04071-14, N-hsa04071-15, N-hsa04071-16, N-hsa04071-19, N-hsa04071-22, N-hsa04071-23, N-hsa04071-33, N-hsa04071-68	6	N-hsa04071-13, N-hsa04071-14, N-hsa04071-19, N-hsa04071-22, N-hsa04071-23, N-hsa04071-68
P-hsa04071-65	Sphingolipid signaling pathway: BAX*	UP	7.02521389159753	2.7323302499774e-11	7.45036562348489e-11	23	19	19	1	N-hsa04071-30, N-hsa04071-35, N-hsa04071-39, N-hsa04071-44, N-hsa04071-55, N-hsa04071-70, N-hsa04071-71, N-hsa04071-73, N-hsa04071-74, N-hsa04071-75, N-hsa04071-77, N-hsa04071-79, N-hsa04071-80, N-hsa04071-81, N-hsa04071-82, N-hsa04071-83, N-hsa04071-84, N-hsa04071-85, N-hsa04071-90, N-hsa04071-72 76, N-hsa04071-40, N-hsa04071-65, N-hsa04071-42	14	N-hsa04071-30, N-hsa04071-44, N-hsa04071-55, N-hsa04071-71, N-hsa04071-74, N-hsa04071-77, N-hsa04071-80, N-hsa04071-82, N-hsa04071-83, N-hsa04071-90, N-hsa04071-72 76, N-hsa04071-40, N-hsa04071-42, N-hsa04071-65
P-hsa04071-57	Sphingolipid signaling pathway: BAX	UP	5.88612274231656	1.49028657565388e-08	3.43040198273213e-08	24	20	20	1	N-hsa04071-30, N-hsa04071-35, N-hsa04071-39, N-hsa04071-45, N-hsa04071-54, N-hsa04071-56, N-hsa04071-70, N-hsa04071-71, N-hsa04071-73, N-hsa04071-74, N-hsa04071-75, N-hsa04071-77, N-hsa04071-79, N-hsa04071-80, N-hsa04071-81, N-hsa04071-82, N-hsa04071-83, N-hsa04071-84, N-hsa04071-85, N-hsa04071-90, N-hsa04071-72 76, N-hsa04071-40, N-hsa04071-57, N-hsa04071-42	15	N-hsa04071-30, N-hsa04071-45, N-hsa04071-54, N-hsa04071-56, N-hsa04071-71, N-hsa04071-74, N-hsa04071-77, N-hsa04071-80, N-hsa04071-82, N-hsa04071-83, N-hsa04071-90, N-hsa04071-72 76, N-hsa04071-40, N-hsa04071-42, N-hsa04071-57
P-hsa04071-59 60	Sphingolipid signaling pathway: TP53 BCL2	DOWN	-0.90306378838057	0.367495422079218	0.433053650641089	26	22	22	1	N-hsa04071-30, N-hsa04071-35, N-hsa04071-39, N-hsa04071-45, N-hsa04071-46, N-hsa04071-47, N-hsa04071-56, N-hsa04071-58, N-hsa04071-70, N-hsa04071-71, N-hsa04071-73, N-hsa04071-74, N-hsa04071-75, N-hsa04071-77, N-hsa04071-79, N-hsa04071-80, N-hsa04071-81, N-hsa04071-82, N-hsa04071-83, N-hsa04071-84, N-hsa04071-85, N-hsa04071-90, N-hsa04071-72 76, N-hsa04071-40, N-hsa04071-59 60, N-hsa04071-42	17	N-hsa04071-30, N-hsa04071-45, N-hsa04071-46, N-hsa04071-47, N-hsa04071-56, N-hsa04071-58, N-hsa04071-71, N-hsa04071-74, N-hsa04071-77, N-hsa04071-80, N-hsa04071-82, N-hsa04071-83, N-hsa04071-90, N-hsa04071-72 76, N-hsa04071-40, N-hsa04071-42, N-hsa04071-59 60
P-hsa04071-48	Sphingolipid signaling pathway: SMPD1	UP	2.7617924418765	0.0062422426508076	0.00922082457709847	2	1	1	1	N-hsa04071-51, N-hsa04071-48	1	N-hsa04071-48
P-hsa04072-3	Phospholipase D signaling pathway: MAPK1	DOWN	-2.85781143153033	0.00468181975017959	0.00701118191474096	54	43	42	0.976744186046512	N-hsa04072-4, N-hsa04072-5, N-hsa04072-6, N-hsa04072-8, N-hsa04072-9, N-hsa04072-10, N-hsa04072-12, N-hsa04072-13, N-hsa04072-14, N-hsa04072-15, N-hsa04072-16, N-hsa04072-17, N-hsa04072-18, N-hsa04072-19, N-hsa04072-21, N-hsa04072-24, N-hsa04072-25, N-hsa04072-26, N-hsa04072-29, N-hsa04072-30, N-hsa04072-31, N-hsa04072-32, N-hsa04072-33, N-hsa04072-37, N-hsa04072-38, N-hsa04072-39, N-hsa04072-40, N-hsa04072-41, N-hsa04072-42, N-hsa04072-43, N-hsa04072-44, N-hsa04072-45, N-hsa04072-46, N-hsa04072-47, N-hsa04072-48, N-hsa04072-49, N-hsa04072-55, N-hsa04072-61, N-hsa04072-62, N-hsa04072-63, N-hsa04072-67, N-hsa04072-68, N-hsa04072-69, N-hsa04072-70, N-hsa04072-71, N-hsa04072-72, N-hsa04072-73, N-hsa04072-74, N-hsa04072-75, N-hsa04072-76, N-hsa04072-77, N-hsa04072-80, N-hsa04072-81, N-hsa04072-3	33	N-hsa04072-4, N-hsa04072-6, N-hsa04072-8, N-hsa04072-9, N-hsa04072-13, N-hsa04072-14, N-hsa04072-15, N-hsa04072-16, N-hsa04072-17, N-hsa04072-18, N-hsa04072-19, N-hsa04072-21, N-hsa04072-24, N-hsa04072-25, N-hsa04072-30, N-hsa04072-31, N-hsa04072-32, N-hsa04072-33, N-hsa04072-37, N-hsa04072-39, N-hsa04072-41, N-hsa04072-44, N-hsa04072-45, N-hsa04072-47, N-hsa04072-61, N-hsa04072-63, N-hsa04072-74, N-hsa04072-75, N-hsa04072-76, N-hsa04072-77, N-hsa04072-80, N-hsa04072-81, N-hsa04072-3
P-hsa04072-57	Phospholipase D signaling pathway: Sphingosine 1-phosphate	DOWN	-2.13389808246257	0.0339755258167036	0.0466262519620599	53	41	40	0.975609756097561	N-hsa04072-6, N-hsa04072-8, N-hsa04072-9, N-hsa04072-10, N-hsa04072-12, N-hsa04072-13, N-hsa04072-14, N-hsa04072-15, N-hsa04072-16, N-hsa04072-17, N-hsa04072-18, N-hsa04072-19, N-hsa04072-21, N-hsa04072-24, N-hsa04072-25, N-hsa04072-26, N-hsa04072-29, N-hsa04072-30, N-hsa04072-31, N-hsa04072-32, N-hsa04072-33, N-hsa04072-37, N-hsa04072-38, N-hsa04072-39, N-hsa04072-40, N-hsa04072-41, N-hsa04072-42, N-hsa04072-43, N-hsa04072-44, N-hsa04072-45, N-hsa04072-46, N-hsa04072-47, N-hsa04072-48, N-hsa04072-49, N-hsa04072-55, N-hsa04072-56, N-hsa04072-61, N-hsa04072-62, N-hsa04072-63, N-hsa04072-67, N-hsa04072-68, N-hsa04072-69, N-hsa04072-70, N-hsa04072-71, N-hsa04072-72, N-hsa04072-73, N-hsa04072-74, N-hsa04072-75, N-hsa04072-76, N-hsa04072-77, N-hsa04072-80, N-hsa04072-81, N-hsa04072-57	32	N-hsa04072-6, N-hsa04072-8, N-hsa04072-9, N-hsa04072-13, N-hsa04072-14, N-hsa04072-15, N-hsa04072-16, N-hsa04072-17, N-hsa04072-18, N-hsa04072-19, N-hsa04072-21, N-hsa04072-24, N-hsa04072-25, N-hsa04072-30, N-hsa04072-31, N-hsa04072-32, N-hsa04072-33, N-hsa04072-37, N-hsa04072-39, N-hsa04072-41, N-hsa04072-44, N-hsa04072-45, N-hsa04072-47, N-hsa04072-56, N-hsa04072-61, N-hsa04072-63, N-hsa04072-74, N-hsa04072-75, N-hsa04072-76, N-hsa04072-77, N-hsa04072-80, N-hsa04072-81
P-hsa04072-36	Phospholipase D signaling pathway: MTOR	DOWN	-6.64187798344322	2.46260199534359e-10	6.31125866566197e-10	55	44	43	0.977272727272727	N-hsa04072-6, N-hsa04072-8, N-hsa04072-9, N-hsa04072-10, N-hsa04072-11, N-hsa04072-12, N-hsa04072-13, N-hsa04072-14, N-hsa04072-15, N-hsa04072-16, N-hsa04072-17, N-hsa04072-18, N-hsa04072-19, N-hsa04072-21, N-hsa04072-24, N-hsa04072-25, N-hsa04072-26, N-hsa04072-29, N-hsa04072-30, N-hsa04072-31, N-hsa04072-32, N-hsa04072-33, N-hsa04072-34, N-hsa04072-35, N-hsa04072-37, N-hsa04072-38, N-hsa04072-39, N-hsa04072-40, N-hsa04072-41, N-hsa04072-42, N-hsa04072-43, N-hsa04072-44, N-hsa04072-45, N-hsa04072-46, N-hsa04072-47, N-hsa04072-48, N-hsa04072-49, N-hsa04072-55, N-hsa04072-61, N-hsa04072-62, N-hsa04072-63, N-hsa04072-67, N-hsa04072-68, N-hsa04072-69, N-hsa04072-70, N-hsa04072-71, N-hsa04072-72, N-hsa04072-73, N-hsa04072-74, N-hsa04072-75, N-hsa04072-76, N-hsa04072-77, N-hsa04072-80, N-hsa04072-81, N-hsa04072-36	33	N-hsa04072-6, N-hsa04072-8, N-hsa04072-9, N-hsa04072-11, N-hsa04072-13, N-hsa04072-14, N-hsa04072-15, N-hsa04072-16, N-hsa04072-17, N-hsa04072-18, N-hsa04072-19, N-hsa04072-21, N-hsa04072-24, N-hsa04072-25, N-hsa04072-30, N-hsa04072-31, N-hsa04072-32, N-hsa04072-33, N-hsa04072-35, N-hsa04072-37, N-hsa04072-39, N-hsa04072-41, N-hsa04072-44, N-hsa04072-45, N-hsa04072-47, N-hsa04072-61, N-hsa04072-63, N-hsa04072-74, N-hsa04072-75, N-hsa04072-76, N-hsa04072-77, N-hsa04072-80, N-hsa04072-81
