module	path_id	path_name	name	class	description	compounds
49	M00049_C00002	hsa00230	Purine metabolism	Purine metabolism - Homo sapiens (human)	Metabolism; Nucleotide metabolism	NA	ATP, ADP, CO2, Ammonia, AMP, GDP, Glycine, DNA, GTP, RNA, Glyoxylate, 3'-Phosphoadenylyl sulfate, Adenosine 3',5'-bisphosphate, Sulfate, L-Glutamine, ITP, Urea, IDP, D-Ribose 5-phosphate, 5-Phospho-alpha-D-ribose 1-diphosphate, IMP, dATP, GMP, Adenine, Carbamoyl phosphate, dADP, Oxalate, Adenosine, Adenylyl sulfate, Guanine, Hypoxanthine, dGTP, HCO3-, Inosine, ADP-ribose, Deoxyguanosine, dAMP, dGDP, dGMP, Urate, Xanthine, Guanosine, Allantoate, Deoxyadenosine, 3',5'-Cyclic AMP, (S)-Ureidoglycolate, alpha-D-Ribose 1-phosphate, Xanthosine 5'-phosphate, XTP, Oxalureate, 3',5'-Cyclic GMP, Guanosine 3',5'-bis(diphosphate), P1,P4-Bis(5'-adenosyl)tetraphosphate, P1,P4-Bis(5'-guanosyl) tetraphosphate, dIDP, dITP, 3'-AMP, Oxamate, Xanthosine, (S)-Ureidoglycine, (R)(-)-Allantoin, (S)-Allantoin, 2',3'-Cyclic AMP, N-Formiminoglycine, 5-Phosphoribosylamine, Aminoimidazole ribotide, Adenosine tetraphosphate, Inosine 5'-tetraphosphate, N6-(1,2-Dicarboxyethyl)-AMP, 5'-Phosphoribosylglycinamide, 5-Amino-4-imidazolecarboxyamide, 5'-Phosphoribosyl-N-formylglycinamide, P1,P4-Bis(5'-xanthosyl) tetraphosphate, Guanosine 3'-diphosphate 5'-triphosphate, 2-(Formamido)-N1-(5'-phosphoribosyl)acetamidine, 1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide, 1-(5'-Phosphoribosyl)-5-formamido-4-imidazolecarboxamide, 1-(5-Phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate, 1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole, 5-Aminoimidazole, Deoxyinosine, Urate-3-ribonucleoside, 5-Ureido-4-imidazole carboxylate, 5-Amino-4-imidazole carboxylate, Acetyl adenylate, Guanosine 3'-phosphate, 2',3'-Cyclic GMP, Imidazolone, 2'-Deoxyinosine 5'-phosphate, P1,P3-Bis(5'-adenosyl) triphosphate, 5'-Benzoylphosphoadenosine, 5'-Butyrylphosphoinosine, 5-Hydroxyisourate, 5-Hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate, 5-Carboxyamino-1-(5-phospho-D-ribosyl)imidazole, N6-Succino-2-amino-2'-deoxyadenylate, dZMP, dZDP, dZTP, 8-Hydroxyadenine, 2,8-Dihydroxyadenine
50	M00050_C00044	hsa00230	Purine metabolism	Purine metabolism - Homo sapiens (human)	Metabolism; Nucleotide metabolism	NA	ATP, ADP, CO2, Ammonia, AMP, GDP, Glycine, DNA, GTP, RNA, Glyoxylate, 3'-Phosphoadenylyl sulfate, Adenosine 3',5'-bisphosphate, Sulfate, L-Glutamine, ITP, Urea, IDP, D-Ribose 5-phosphate, 5-Phospho-alpha-D-ribose 1-diphosphate, IMP, dATP, GMP, Adenine, Carbamoyl phosphate, dADP, Oxalate, Adenosine, Adenylyl sulfate, Guanine, Hypoxanthine, dGTP, HCO3-, Inosine, ADP-ribose, Deoxyguanosine, dAMP, dGDP, dGMP, Urate, Xanthine, Guanosine, Allantoate, Deoxyadenosine, 3',5'-Cyclic AMP, (S)-Ureidoglycolate, alpha-D-Ribose 1-phosphate, Xanthosine 5'-phosphate, XTP, Oxalureate, 3',5'-Cyclic GMP, Guanosine 3',5'-bis(diphosphate), P1,P4-Bis(5'-adenosyl)tetraphosphate, P1,P4-Bis(5'-guanosyl) tetraphosphate, dIDP, dITP, 3'-AMP, Oxamate, Xanthosine, (S)-Ureidoglycine, (R)(-)-Allantoin, (S)-Allantoin, 2',3'-Cyclic AMP, N-Formiminoglycine, 5-Phosphoribosylamine, Aminoimidazole ribotide, Adenosine tetraphosphate, Inosine 5'-tetraphosphate, N6-(1,2-Dicarboxyethyl)-AMP, 5'-Phosphoribosylglycinamide, 5-Amino-4-imidazolecarboxyamide, 5'-Phosphoribosyl-N-formylglycinamide, P1,P4-Bis(5'-xanthosyl) tetraphosphate, Guanosine 3'-diphosphate 5'-triphosphate, 2-(Formamido)-N1-(5'-phosphoribosyl)acetamidine, 1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide, 1-(5'-Phosphoribosyl)-5-formamido-4-imidazolecarboxamide, 1-(5-Phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate, 1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole, 5-Aminoimidazole, Deoxyinosine, Urate-3-ribonucleoside, 5-Ureido-4-imidazole carboxylate, 5-Amino-4-imidazole carboxylate, Acetyl adenylate, Guanosine 3'-phosphate, 2',3'-Cyclic GMP, Imidazolone, 2'-Deoxyinosine 5'-phosphate, P1,P3-Bis(5'-adenosyl) triphosphate, 5'-Benzoylphosphoadenosine, 5'-Butyrylphosphoinosine, 5-Hydroxyisourate, 5-Hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate, 5-Carboxyamino-1-(5-phospho-D-ribosyl)imidazole, N6-Succino-2-amino-2'-deoxyadenylate, dZMP, dZDP, dZTP, 8-Hydroxyadenine, 2,8-Dihydroxyadenine
51	M00051_C00105	hsa00240	Pyrimidine metabolism	Pyrimidine metabolism - Homo sapiens (human)	Metabolism; Nucleotide metabolism	NA	UDP, DNA, RNA, CMP, CTP, L-Glutamine, UTP, Urea, beta-Alanine, UMP, Uracil, CDP, 5-Phospho-alpha-D-ribose 1-diphosphate, Carbamoyl phosphate, Thymine, Thymidine, 3-Oxopropanoate, dCMP, Orotate, Uridine, (S)-Dihydroorotate, dTDP, dTMP, dUMP, Cytosine, Malonate, 5,6-Dihydrouracil, N-Carbamoyl-L-aspartate, dCTP, dTTP, dUTP, Cytidine, Deoxyuridine, 2-Deoxy-D-ribose 1-phosphate, dCDP, Barbiturate, Deoxycytidine, 3',5'-Cyclic CMP, 3-Hydroxypropanoate, Orotidine 5'-phosphate, Pseudouridine 5'-phosphate, (R)-3-Amino-2-methylpropanoate, dUDP, 3'-UMP, Carbamate, Pseudouridine, Methylmalonate, 2',3'-Cyclic CMP, 2',3'-Cyclic UMP, 5-Methylcytosine, 3-Ureidopropionate, 5-Hydroxymethyldeoxycytidylate, 5-Methylbarbiturate, 3'-CMP, P1,P4-Bis(5'-uridyl) tetraphosphate, 2'-Deoxy-5-hydroxymethylcytidine-5'-diphosphate, 2'-Deoxy-5-hydroxymethylcytidine-5'-triphosphate, 3-Oxo-3-ureidopropanoate, (Z)-3-Ureidoacrylate peracid, (Z)-3-Peroxyaminoacrylate, Aminoacrylate, Ureidoacrylate, 3-Oxo-3-ureidoisobutyrate, (R)-5,6-Dihydrothymine, (R)-3-Ureidoisobutyrate, 3',5'-Cyclic UMP
52	M00052_C00112	hsa00240	Pyrimidine metabolism	Pyrimidine metabolism - Homo sapiens (human)	Metabolism; Nucleotide metabolism	NA	UDP, DNA, RNA, CMP, CTP, L-Glutamine, UTP, Urea, beta-Alanine, UMP, Uracil, CDP, 5-Phospho-alpha-D-ribose 1-diphosphate, Carbamoyl phosphate, Thymine, Thymidine, 3-Oxopropanoate, dCMP, Orotate, Uridine, (S)-Dihydroorotate, dTDP, dTMP, dUMP, Cytosine, Malonate, 5,6-Dihydrouracil, N-Carbamoyl-L-aspartate, dCTP, dTTP, dUTP, Cytidine, Deoxyuridine, 2-Deoxy-D-ribose 1-phosphate, dCDP, Barbiturate, Deoxycytidine, 3',5'-Cyclic CMP, 3-Hydroxypropanoate, Orotidine 5'-phosphate, Pseudouridine 5'-phosphate, (R)-3-Amino-2-methylpropanoate, dUDP, 3'-UMP, Carbamate, Pseudouridine, Methylmalonate, 2',3'-Cyclic CMP, 2',3'-Cyclic UMP, 5-Methylcytosine, 3-Ureidopropionate, 5-Hydroxymethyldeoxycytidylate, 5-Methylbarbiturate, 3'-CMP, P1,P4-Bis(5'-uridyl) tetraphosphate, 2'-Deoxy-5-hydroxymethylcytidine-5'-diphosphate, 2'-Deoxy-5-hydroxymethylcytidine-5'-triphosphate, 3-Oxo-3-ureidopropanoate, (Z)-3-Ureidoacrylate peracid, (Z)-3-Peroxyaminoacrylate, Aminoacrylate, Ureidoacrylate, 3-Oxo-3-ureidoisobutyrate, (R)-5,6-Dihydrothymine, (R)-3-Ureidoisobutyrate, 3',5'-Cyclic UMP
53	M00055_G00008	hsa00510	N-Glycan biosynthesis	N-Glycan biosynthesis - Homo sapiens (human)	Metabolism; Glycan biosynthesis and metabolism	N-glycans or asparagine-linked glycans are major constituents of glycoproteins in eukaryotes. N-glycans are covalently attached to asparagine with the consensus sequence of Asn-X-Ser/Thr by an N-glycosidic bond, GlcNAc b1- Asn. Biosynthesis of N-glycans begins on the cytoplasmic face of the ER membrane with the transferase reaction of UDP-GlcNAc and the lipid-like precursor P-Dol (dolichol phosphate) to generate GlcNAc a1- PP-Dol. After sequential addition of monosaccharides by ALG glycosyltransferases [MD:M00055], the N-glycan precursor is attached by the OST (oligosaccharyltransferase) complex to the polypeptide chain that is being synthesized and translocated through the ER membrane. The protein-bound N-glycan precursor is subsequently trimmed, extended, and modified in the ER and Golgi by a complex series of reactions catalyzed by membrane-bound glycosidases and glycosyltransferases. N-glycans thus synthesized are classified into three types: high-mannose type, complex type, and hybrid type. Defects in N-glycan biosynthesis lead to a variety of human diseases known as congenital disorders of glycosylation [DS:H00118 H00119].	GDP-mannose, Dolichyl phosphate, Dolichol, Dolichyl diphosphate, Dolichyl beta-D-glucosyl phosphate, Protein asparagine, Dolichyl phosphate D-mannose, Polyprenol, N-Acetyl-D-glucosaminyldiphosphodolichol, N,N'-Chitobiosyldiphosphodolichol, NA  G00003, NA  G00004, NA  G00005, NA  G00006, NA  G00007, NA  G00008, NA  G00009, NA  G00010, NA  G00011, NA  G00012, NA  G00013, NA  G00014, NA  G00015, Core fucose, NA  G00017, DS 3, NA  G00019, NA  G00020, NA  G00021, NA  G00022, NA  G00171, NA  G10526, NA  G10595, NA  G10596, NA  G10597, NA  G10598, NA  G10599, NA  G10694
54	M00056_G00025	hsa00512	O-Glycan biosynthesis	Mucin type O-glycan biosynthesis - Homo sapiens (human)	Metabolism; Glycan biosynthesis and metabolism	O-glycans are a class of glycans that modify serine or threonine residues of proteins. Biosynthesis of O-glycans starts from the transfer of N-acetylgalactosamine (GalNAc) to serine or threonine. The first GalNAc may be extended with sugars including galactose, N-acetylglucosamine, fucose, or sialic acid, but not mannose, glucose, or xylose. Depending on the sugars added, there are four common O-glycan core structures, cores 1 through 4, and an additional four, cores 5 though 8. Mucins are highly O-glycosylated glycoproteins ubiquitous in mucous secretions on cell surfaces and in body fluids. Mucin O-glycans can be branched, and many sugars or groups of sugars are antigenic. Important modifications of mucin O-glycans include O-acetylation of sialic acid and O-sulfation of galactose and N-acetylglucosamine.	[Protein]-L-serine, Tn antigen, Thomsen-Friedenreich antigen, NA  G00025, Sialyl T antigen, NA  G00027, NA  G00028, NA  G00029, NA  G00030, NA  G00031, NA  G00032, NA  G00033, NA  G00034, Sialyl-Tn antigen, UDP-N-acetyl-D-galactosamine, NA  G10794, NA  G13153
55	M00056_G00029	hsa00512	O-Glycan biosynthesis	Mucin type O-glycan biosynthesis - Homo sapiens (human)	Metabolism; Glycan biosynthesis and metabolism	O-glycans are a class of glycans that modify serine or threonine residues of proteins. Biosynthesis of O-glycans starts from the transfer of N-acetylgalactosamine (GalNAc) to serine or threonine. The first GalNAc may be extended with sugars including galactose, N-acetylglucosamine, fucose, or sialic acid, but not mannose, glucose, or xylose. Depending on the sugars added, there are four common O-glycan core structures, cores 1 through 4, and an additional four, cores 5 though 8. Mucins are highly O-glycosylated glycoproteins ubiquitous in mucous secretions on cell surfaces and in body fluids. Mucin O-glycans can be branched, and many sugars or groups of sugars are antigenic. Important modifications of mucin O-glycans include O-acetylation of sialic acid and O-sulfation of galactose and N-acetylglucosamine.	[Protein]-L-serine, Tn antigen, Thomsen-Friedenreich antigen, NA  G00025, Sialyl T antigen, NA  G00027, NA  G00028, NA  G00029, NA  G00030, NA  G00031, NA  G00032, NA  G00033, NA  G00034, Sialyl-Tn antigen, UDP-N-acetyl-D-galactosamine, NA  G10794, NA  G13153
56	M00056_G00031	hsa00512	O-Glycan biosynthesis	Mucin type O-glycan biosynthesis - Homo sapiens (human)	Metabolism; Glycan biosynthesis and metabolism	O-glycans are a class of glycans that modify serine or threonine residues of proteins. Biosynthesis of O-glycans starts from the transfer of N-acetylgalactosamine (GalNAc) to serine or threonine. The first GalNAc may be extended with sugars including galactose, N-acetylglucosamine, fucose, or sialic acid, but not mannose, glucose, or xylose. Depending on the sugars added, there are four common O-glycan core structures, cores 1 through 4, and an additional four, cores 5 though 8. Mucins are highly O-glycosylated glycoproteins ubiquitous in mucous secretions on cell surfaces and in body fluids. Mucin O-glycans can be branched, and many sugars or groups of sugars are antigenic. Important modifications of mucin O-glycans include O-acetylation of sialic acid and O-sulfation of galactose and N-acetylglucosamine.	[Protein]-L-serine, Tn antigen, Thomsen-Friedenreich antigen, NA  G00025, Sialyl T antigen, NA  G00027, NA  G00028, NA  G00029, NA  G00030, NA  G00031, NA  G00032, NA  G00033, NA  G00034, Sialyl-Tn antigen, UDP-N-acetyl-D-galactosamine, NA  G10794, NA  G13153
57	M00057_G00157	hsa00532	Glycosaminoglycan biosynthesis - chondroitin sulfate	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate - Homo sapiens (human)	Metabolism; Glycan biosynthesis and metabolism	Glycosaminoglycans (GAGs) are linear polysaccharide chains consisting of repeating disaccharide units and form proteglycans by covalently attaching to their core proteins. Chondroitin sulfate (CS) is a glycosaminoglycan with the disaccharide unit of beta-D-galactosamine (GalNAc) and beta-D-glucuronic acid (GlcA), and often modified with ester-linked sulfate at certain positions. Dermatan sulfate (DS) is a modified form of CS, in which a portion of D-glucuronate residues is epimerized to L-iduronates (IdoA). CS and DS are linked to serine residues in core proteins via a linkage tetrasaccharide formed by the transfer of xylose and three more residues [MD:M00057]. The assembly process of CS is initiated by transferring GalNAc residue to the linkage tetrasaccharide. The polymerization is catalyzed by bifunctional enzymes (chondroitin synthases) possessing both beta 1,3 glucuronosyltransferase and beta 1,4 N-acetylgalactosaminyltransferase activities [MD:M00058]. Chondroitin polymerization also requires the action of the chondroitin polymerizing factor. There are various O-sulfation patterns in CS and DS, where 4-O sulfation and 6-O sulfation of GalNAc and 2-O-sulfation of the uronic acids (GlcA / IdoA) are mainly found.	3'-Phosphoadenylyl sulfate, Adenosine 3',5'-bisphosphate, Chondroitin, Dermatan, [Protein]-L-serine, NA  G00154, NA  G00155, NA  G00156, NA  G00157, NA  G00158, NA  G00159, NA  G00160
58	M00058_G00160	hsa00532	Glycosaminoglycan biosynthesis - chondroitin sulfate	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate - Homo sapiens (human)	Metabolism; Glycan biosynthesis and metabolism	Glycosaminoglycans (GAGs) are linear polysaccharide chains consisting of repeating disaccharide units and form proteglycans by covalently attaching to their core proteins. Chondroitin sulfate (CS) is a glycosaminoglycan with the disaccharide unit of beta-D-galactosamine (GalNAc) and beta-D-glucuronic acid (GlcA), and often modified with ester-linked sulfate at certain positions. Dermatan sulfate (DS) is a modified form of CS, in which a portion of D-glucuronate residues is epimerized to L-iduronates (IdoA). CS and DS are linked to serine residues in core proteins via a linkage tetrasaccharide formed by the transfer of xylose and three more residues [MD:M00057]. The assembly process of CS is initiated by transferring GalNAc residue to the linkage tetrasaccharide. The polymerization is catalyzed by bifunctional enzymes (chondroitin synthases) possessing both beta 1,3 glucuronosyltransferase and beta 1,4 N-acetylgalactosaminyltransferase activities [MD:M00058]. Chondroitin polymerization also requires the action of the chondroitin polymerizing factor. There are various O-sulfation patterns in CS and DS, where 4-O sulfation and 6-O sulfation of GalNAc and 2-O-sulfation of the uronic acids (GlcA / IdoA) are mainly found.	3'-Phosphoadenylyl sulfate, Adenosine 3',5'-bisphosphate, Chondroitin, Dermatan, [Protein]-L-serine, NA  G00154, NA  G00155, NA  G00156, NA  G00157, NA  G00158, NA  G00159, NA  G00160
59	M00059_G00164	hsa00534	Glycosaminoglycan biosynthesis - heparan sulfate	Glycosaminoglycan biosynthesis - heparan sulfate / heparin - Homo sapiens (human)	Metabolism; Glycan biosynthesis and metabolism	Heparan sulfate (HS) and heparin (Hep) are glycosaminoglycans with repeating disaccharide units that consist of alternating residues of alpha-D-glucosamine (GlcN) and uronic acid, the latter being either beta-D-glucuronic acid (GlcA) or alpha-L-iduronic acid (IdoA). In these sugar residues, sulfation modification may be performed at various positions. Structural studies show that Hep possesses a higher degree of sulfation than HS. The biosynthesis of HS/Hep occurs with the addition of the first GlcNAc residue by EXTL3 glycosyltransferase after completion of tetrasaccharide linkage region attached to serine residue of a core protein. The chain polymeraization is then catalyzed by EXT1 and EXT2 transferases. As the chain polymerizes, HS/Hep undergoes a series of modification reactions including N-deacetylation, N-sulfation, epimerization, and subsequently O-sulfation. As final products of biosynthesis, HS is present in the form of hepran sulfate proteoglycan (HSPG) whereas Hep exists as a sugar chain without a core protein. The proteoglycan families with HS, as well as CS (chondroitin sulfate), DS (dermatan sulfate), and KS (keratan sulfate), are composed of two main types depending on the subcellular locations: cell membrane and extracellular matrix [BR:00535]. HS/Hep has been shown to bind to a variety of molecules, such as growth factors, chemokines, morphogens, and extracellular matrix components [BR:00536].	Acetate, 3'-Phosphoadenylyl sulfate, Adenosine 3',5'-bisphosphate, [Protein]-L-serine, NA  G00154, NA  G00155, NA  G00156, NA  G00157, NA  G00162, NA  G00163, NA  G00164
60	M00065_G13044	hsa00563	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Homo sapiens (human)	Metabolism; Glycan biosynthesis and metabolism	Cell surface proteins can be attached to the cell membrane via the glycolipid structure called glycosylphosphatidylinositol (GPI) anchor. Hundreds of GPI-anchored proteins have been identified in many eukaryotes ranging from protozoa and fungi to mammals. All protein-linked GPI anchors share a common core structure, characterized by the substructure Man (a1-4) GlcN (a1-6) myo-inositol-1P-lipid. Biosynthesis of GPI anchors proceeds in three stages: (i) preassembly of a GPI precursor in the ER membrane, (ii) attachment of the GPI to the C-terminus of a newly synthesized protein in the lumen of the ER, and (iii) lipid remodeling and/or carbohydrate side-chain modifications in the ER and the Golgi. Defects of GPI anchor biosynthesis gene result in a genetic disorder, paroxysmal nocturnal hemoglobinuria.	Palmitoyl-CoA, Ethanolamine phosphate, Phosphatidylethanolamine, 1-Phosphatidyl-D-myo-inositol, NA  G00143, NA  G00144, NA  G00145, NA  G00146, NA  G00148, NA  G00149, UDP-N-acetyl-D-glucosamine, Dolichyl phosphate D-mannose, 6-(alpha-D-glucosaminyl)-1D-myo-inositol, NA  G13044, NA  G13046, NA  G13128, NA  G13150, NA  G13151, NA  G13152
61	M00066_C01290	hsa00600	Sphingolipid metabolism	Sphingolipid metabolism - Homo sapiens (human)	Metabolism; Lipid metabolism	NA	L-Serine, Palmitoyl-CoA, N-Acylsphingosine, Sphingosine, Ethanolamine phosphate, Sphingomyelin, Sphinganine, Sphinganine 1-phosphate, Glucosylceramide, Lactosylceramide, Psychosine, Galactosylceramide, 3-Dehydrosphinganine, Ceramide 1-phosphate, D-Glucosylsphingosine, Globoside, Lactosylceramide sulfate, Sphingosyl-phosphocholine, GM3, alpha-D-Galactosyl-(1->4)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-ceramide, N-Acetyl-D-galactosaminyl-(N-acetylneuraminyl)-D-galactosyl-D-glucosylceramide, D-Galactosyl-N-acetyl-D-galactosaminyl-(N-acetylneuraminyl)-D-galactosyl-D-glucosylceramide, Ceramide 2-aminoethylphosphonate, Ceramide phosphoethanolamine, Sphingosine 1-phosphate, Sulfatide, Digalactosylceramide, Digalactosylceramide sulfate, GM4, GA2, GA1, Dihydroceramide, Phytosphingosine, Phytoceramide, Gangliotriaosylceramide-II3 sulfate
62	M00067_C06125	hsa00600	Sphingolipid metabolism	Sphingolipid metabolism - Homo sapiens (human)	Metabolism; Lipid metabolism	NA	L-Serine, Palmitoyl-CoA, N-Acylsphingosine, Sphingosine, Ethanolamine phosphate, Sphingomyelin, Sphinganine, Sphinganine 1-phosphate, Glucosylceramide, Lactosylceramide, Psychosine, Galactosylceramide, 3-Dehydrosphinganine, Ceramide 1-phosphate, D-Glucosylsphingosine, Globoside, Lactosylceramide sulfate, Sphingosyl-phosphocholine, GM3, alpha-D-Galactosyl-(1->4)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-ceramide, N-Acetyl-D-galactosaminyl-(N-acetylneuraminyl)-D-galactosyl-D-glucosylceramide, D-Galactosyl-N-acetyl-D-galactosaminyl-(N-acetylneuraminyl)-D-galactosyl-D-glucosylceramide, Ceramide 2-aminoethylphosphonate, Ceramide phosphoethanolamine, Sphingosine 1-phosphate, Sulfatide, Digalactosylceramide, Digalactosylceramide sulfate, GM4, GA2, GA1, Dihydroceramide, Phytosphingosine, Phytoceramide, Gangliotriaosylceramide-II3 sulfate
63	M00067_C06125	hsa00565	Ether lipid metabolism	Ether lipid metabolism - Homo sapiens (human)	Metabolism; Lipid metabolism	NA	sn-Glycero-3-phosphocholine, Plasmenylcholine, sn-Glycero-3-phosphoethanolamine, 2-Acetyl-1-alkyl-sn-glycero-3-phosphate, 1-Alkyl-sn-glycerol, 1-Alkyl-2-acylglycerol, Acylglycerone phosphate, 1-Alkenyl-2-acylglycerol, O-Alkylglycerone phosphate, 1-Alkyl-2-acetyl-sn-glycerol, 1-Alkyl-sn-glycero-3-phosphate, 1-Organyl-2-lyso-sn-glycero-3-phosphocholine, 1-O-Alkyl-2-acetyl-3-acyl-sn-glycerol, 1-Alkyl-2-acylglycerophosphoethanolamine, 1-(1-Alkenyl)-sn-glycero-3-phosphocholine, 2-Acetyl-1-alkyl-sn-glycero-3-phosphocholine, 1-(1-Alkenyl)-sn-glycero-3-phosphoethanolamine, O-1-Alk-1-enyl-2-acyl-sn-glycero-3-phosphoethanolamine, 1-Radyl-2-acyl-sn-glycero-3-phosphocholine, 2-Acyl-1-alkyl-sn-glycero-3-phosphate, 1-(1-Alkenyl)-sn-glycerol, 1-(1-Alkenyl)-sn-glycero-3-phosphate, 2-Acyl-1-(1-alkenyl)-sn-glycero-3-phosphate, Seminolipid, Galactosyl-1-alkyl-2-acylglycerol
64	M00067_C20825	hsa00600	Sphingolipid metabolism	Sphingolipid metabolism - Homo sapiens (human)	Metabolism; Lipid metabolism	NA	L-Serine, Palmitoyl-CoA, N-Acylsphingosine, Sphingosine, Ethanolamine phosphate, Sphingomyelin, Sphinganine, Sphinganine 1-phosphate, Glucosylceramide, Lactosylceramide, Psychosine, Galactosylceramide, 3-Dehydrosphinganine, Ceramide 1-phosphate, D-Glucosylsphingosine, Globoside, Lactosylceramide sulfate, Sphingosyl-phosphocholine, GM3, alpha-D-Galactosyl-(1->4)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-ceramide, N-Acetyl-D-galactosaminyl-(N-acetylneuraminyl)-D-galactosyl-D-glucosylceramide, D-Galactosyl-N-acetyl-D-galactosaminyl-(N-acetylneuraminyl)-D-galactosyl-D-glucosylceramide, Ceramide 2-aminoethylphosphonate, Ceramide phosphoethanolamine, Sphingosine 1-phosphate, Sulfatide, Digalactosylceramide, Digalactosylceramide sulfate, GM4, GA2, GA1, Dihydroceramide, Phytosphingosine, Phytoceramide, Gangliotriaosylceramide-II3 sulfate
65	M00067_C20825	hsa00565	Ether lipid metabolism	Ether lipid metabolism - Homo sapiens (human)	Metabolism; Lipid metabolism	NA	sn-Glycero-3-phosphocholine, Plasmenylcholine, sn-Glycero-3-phosphoethanolamine, 2-Acetyl-1-alkyl-sn-glycero-3-phosphate, 1-Alkyl-sn-glycerol, 1-Alkyl-2-acylglycerol, Acylglycerone phosphate, 1-Alkenyl-2-acylglycerol, O-Alkylglycerone phosphate, 1-Alkyl-2-acetyl-sn-glycerol, 1-Alkyl-sn-glycero-3-phosphate, 1-Organyl-2-lyso-sn-glycero-3-phosphocholine, 1-O-Alkyl-2-acetyl-3-acyl-sn-glycerol, 1-Alkyl-2-acylglycerophosphoethanolamine, 1-(1-Alkenyl)-sn-glycero-3-phosphocholine, 2-Acetyl-1-alkyl-sn-glycero-3-phosphocholine, 1-(1-Alkenyl)-sn-glycero-3-phosphoethanolamine, O-1-Alk-1-enyl-2-acyl-sn-glycero-3-phosphoethanolamine, 1-Radyl-2-acyl-sn-glycero-3-phosphocholine, 2-Acyl-1-alkyl-sn-glycero-3-phosphate, 1-(1-Alkenyl)-sn-glycerol, 1-(1-Alkenyl)-sn-glycero-3-phosphate, 2-Acyl-1-(1-alkenyl)-sn-glycero-3-phosphate, Seminolipid, Galactosyl-1-alkyl-2-acylglycerol
66	M00068_G00094	hsa00603	Glycosphingolipid biosynthesis - globo series	Glycosphingolipid biosynthesis - globo and isoglobo series - Homo sapiens (human)	Metabolism; Glycan biosynthesis and metabolism	NA	Lactosylceramide, Globotriaosylceramide, Globoside, Forssman antigen, IV3GalNAcb-Gb4Cer, Galactosylgloboside, Monosialylgalactosylgloboside, Globo-H, V3(NeuAc)2-Gb5Cer, NA  G00101, NA  G00102, NA  G00103, NA  G00104, GalGb3Cer, NA  G00106, NA  G00107, Disialosylglobopentaosylceramide, iGb4-Cer, iGb3-Cer, Globo-A, NA  G02977, IV4-alpha-Gal-Gb4Cer, NORint, NOR2 antigen, Globo-B
67	M00069_G00118	hsa00604	Glycosphingolipid biosynthesis - ganglio series	Glycosphingolipid biosynthesis - ganglio series - Homo sapiens (human)	Metabolism; Glycan biosynthesis and metabolism	NA	Lactosylceramide, GM3, GM2, GM1, GD1a, GT1a, GD3, GD2, GD1b, GT1b, GQ1b, GT3, GT2, GT1c, GQ1c, GP1c, GA2, Asialo-GM1, GM1b, GD1c, GD1a, GT1aalpha, GQ1balpha, GM2alpha, GM1alpha, GD1beta, Fucosyl-GM1, N-Acetylgalactosaminyl GM1b, N-Acetylgalactosaminyl GD1a, 9-O-Acetylated GD3, 9-O-Acetylated GT3
