Gene	DK18007.28.09.sorted.bam	DK18007.28.10.sorted.bam	DK18007.28.11.sorted.bam	DK18007.28.12.sorted.bam	DK18007.28.13.sorted.bam	DK18007.28.14.sorted.bam
ALDH7A1P2	0	0	0	0	0	0
AC019046.1	0	0	0	0	0	0
MLTK	804	812	649	644	792	796
MLK7-AS1	0	3	4	1	2	5
RP11-1O7.1	0	1	3	1	1	2
AC092573.2	0	1	1	2	3	1
CDCA7	2273	2193	1520	1643	2133	2345
AC073465.1	149	236	178	172	251	197
AC073465.2	0	0	0	0	0	0
AC073465.3	0	0	0	1	0	1
AC013410.1	0	0	0	0	0	0
AC013410.2	3	2	0	0	0	0
RP11-796E10.1	2	0	0	2	2	1
RPL5P7	0	0	0	0	0	0
AC106900.6	0	0	0	0	0	0
SP3	1681	1865	1456	1338	1555	1182
RP11-394I13.2	11	6	7	5	10	9
RP11-394I13.3	0	0	0	0	0	0
RP11-394I13.1	0	0	0	0	0	0
AC016737.1	0	0	2	0	0	1
OLA1	1609	1913	1376	1253	1558	1131
RP11-451F14.1	0	0	0	0	0	0
RN7SL65P	0	0	0	0	0	0
AC013467.1	0	0	0	0	0	0
HNRNPA1P39	247	315	274	217	284	204
AC018470.4	39	45	3	22	52	53
SP9	370	378	319	277	519	283
AC018470.1	5	5	4	4	11	8
CIR1	277	294	181	168	228	147
SCRN3	370	426	323	272	364	281
GPR155	3948	891	173	708	1072	228
AC010894.3	4	7	9	5	16	4
AC010894.4	92	89	51	60	65	67
AC018890.6	1	2	1	2	2	6
RNU6-5P	1	3	2	5	2	4
WIPF1	458	412	270	395	328	287
AC010894.5	0	0	0	0	0	1
H3F3AP4	3124	3414	2954	2254	3637	1708
CHRNA1	11	12	9	5	7	21
AC018890.4	0	0	0	0	0	0
CHN1	623	803	704	588	765	502
RNU6-763P	0	0	0	0	0	0
RNU6-1290P	0	0	0	0	0	0
RP11-6C10.1	0	0	0	0	0	0
AC007435.1	0	0	0	0	0	0
ATF2	778	778	747	702	728	676
MIR933	1	0	0	0	0	0
AC096649.2	0	0	0	0	0	0
ATP5G3	1886	2422	1359	1277	1844	1351
AC096649.1	0	0	0	0	0	0
AC096649.3	0	0	0	0	0	0
AC096649.4	0	0	0	0	0	0
EXTL2P1	0	0	0	0	0	0
AC016751.3	0	0	0	0	0	1
AC016751.2	1	0	1	0	0	0
KIAA1715	2091	1980	1035	1606	1191	1370
EVX2	3	0	0	0	0	0
HOXD13	16	2	0	2	4	1
HOXD12	13	0	0	1	0	0
HOXD11	11	0	0	0	0	0
AC009336.1	0	0	0	0	0	0
HOXD10	22	0	0	2	0	0
HOXD-AS2	5	1	0	0	0	0
HOXD9	39	0	0	18	3	0
HOXD8	37	0	0	14	0	0
HOXD3	176	18	3	93	2	10
MIR10B	0	0	0	0	0	0
HOXD4	16	0	0	13	0	0
RP11-387A1.5	5	0	0	0	0	0
HOXD-AS1	120	22	6	51	3	15
AC009336.24	18	10	0	10	8	6
HOXD1	27	1	0	5	0	0
AC016739.2	5839	8260	5477	5279	6783	5363
AC016739.1	0	0	0	0	0	0
MTX2	316	313	157	276	236	186
AC073069.2	1	1	1	0	0	0
AC068706.2	0	0	0	0	0	0
AC068706.1	0	0	0	0	0	0
AC017048.1	0	0	0	0	0	0
AC017048.2	0	0	0	0	0	0
RP11-324L17.1	0	0	0	1	0	0
LINC01116	9	0	0	2	0	0
LINC01117	1	0	0	0	0	0
RNU6ATAC14P	0	0	0	0	0	0
AC092162.1	0	0	0	0	1	0
FUCA1P1	1	0	0	0	0	0
AC092162.2	0	0	0	0	0	0
AC073636.1	0	0	0	0	0	0
RNU6-187P	0	0	0	0	0	0
AC079305.11	0	0	0	0	0	0
RNA5SP112	0	0	0	0	0	0
AC079305.8	0	0	0	0	0	0
AC079305.5	25	38	18	30	26	18
KRT8P40	0	0	0	0	0	1
HNRNPA3	9300	9841	7803	7128	7740	6673
MIR4444-2	0	0	0	0	0	0
NFE2L2	832	1063	569	733	719	504
DNAJC19P5	3	3	3	7	8	2
MIR3128	0	0	0	0	0	0
AC079305.10	7	3	2	3	3	3
AC074286.1	32	43	13	39	24	34
RP11-337N6.2	2	0	0	3	0	2
RP11-337N6.1	2	2	0	1	0	1
AC019080.1	0	0	0	1	0	0
AGPS	1546	1683	740	1026	1136	786
TTC30B	268	226	136	154	190	125
AC073834.3	0	0	0	0	0	0
TTC30A	268	227	110	147	150	118
PDE11A	11	6	14	3	16	4
AC012499.1	0	0	0	0	0	0
AC011998.1	0	0	0	0	0	0
API5P2	278	260	162	193	179	150
AC011998.2	0	0	0	0	0	0
RNU6-629P	0	0	0	0	0	0
CYCTP	0	0	0	0	0	0
AC011998.4	27	33	29	21	51	17
RBM45	217	251	168	172	176	202
RNU5E-9P	0	1	0	0	0	0
OSBPL6	319	412	338	390	277	351
RP11-65L3.1	10	5	3	6	6	6
AC009948.5	260	232	231	257	222	297
PRKRA	964	1008	892	814	968	751
DFNB59	55	38	34	47	48	46
AC009948.7	547	568	342	503	612	325
FKBP7	630	576	282	630	451	435
PLEKHA3	131	181	183	129	166	113
TTN-AS1	122	117	95	62	63	123
TTN	676	495	551	373	330	758
RP11-65L3.4	3	0	4	1	2	2
RP11-65L3.2	5	6	4	1	1	5
RP11-171I2.5	1	0	1	1	0	1
RP11-171I2.2	7	5	7	8	4	12
RP11-171I2.4	0	4	1	1	1	1
RP11-171I2.3	3	4	5	1	2	2
RP11-171I2.1	2	3	3	1	2	7
RP11-88L24.4	6	6	2	8	4	12
CCDC141	1	0	0	1	0	0
RNU7-104P	0	0	0	0	0	0
RPS6P2	0	0	0	0	0	0
SESTD1	1348	1598	1379	1080	1262	1197
AC093911.1	0	0	0	0	0	0
AC068042.1	25	16	22	16	20	16
ZNF385B	6	15	0	4	166	0
AC092642.1	69	92	67	74	65	49
MIR1258	0	0	0	0	0	0
SNORA43	0	0	0	1	2	0
CWC22	828	741	437	541	586	500
RP11-512G4.1	0	0	0	0	0	0
AC009478.1	0	1	0	0	0	0
AC009478.2	0	0	0	0	0	0
FTH1P20	284	361	266	345	366	219
AC104076.2	1	0	0	0	1	0
UBE2E3	740	877	849	603	1120	429
AC104076.3	0	1	0	0	0	0
AC068196.1	0	1	0	0	0	0
AC104820.2	0	0	0	0	0	0
MIR4437	0	0	0	0	0	0
AC020595.1	0	0	0	0	0	0
ITGA4	57	5	32	49	249	53
CERKL	29	8	18	25	114	24
NEUROD1	23	26	95	82	77	153
AC013733.3	0	0	1	0	0	1
AC013733.4	0	0	0	0	0	0
AC013733.5	220	250	211	178	212	176
RNU6ATAC19P	0	0	0	0	0	0
RP11-366L5.1	8	6	5	6	7	4
SSFA2	1066	1323	739	925	1240	825
PPP1R1C	14	11	7	4	13	5
KRT18P29	2	4	0	4	1	1
RNA5SP113	1	0	0	0	0	0
AC064837.1	0	0	0	0	0	0
PDE1A	6	5	56	10	8	8
RN7SL267P	0	0	0	0	0	0
DNAJC10	5888	5025	3130	4818	3646	3693
RPL31P15	0	0	0	0	0	0
FRZB	33	367	744	190	269	175
RNU6-1122P	0	0	0	0	0	0
NCKAP1	2586	3012	2004	2122	2082	1713
KRT8P10	0	12	0	3	1	1
DUSP19	42	44	61	48	34	40
AC064871.3	0	0	0	0	0	0
NUP35	313	318	190	235	281	212
RP11-438L19.1	14	11	7	10	16	14
LIN28AP1	130	197	151	190	111	165
CACYBPP2	646	887	448	556	677	452
AC093639.1	0	0	0	0	0	0
MIR548AE1	0	0	0	0	0	0
ZNF804A	40	48	22	74	75	39
AC010747.2	0	0	0	0	0	0
AC080125.1	28	17	22	26	33	21
AC007966.1	18	18	4	0	4	5
FSIP2	264	166	256	298	181	542
AC008174.3	19	7	17	13	2	3
RPL21P32	1	2	1	0	0	0
AC097500.2	7	11	5	12	8	13
AC104058.1	0	1	0	0	0	0
RPL23AP35	0	0	0	0	0	0
RP11-410E4.1	2	0	3	1	0	4
MED28P3	3	4	2	4	0	6
ZC3H15	1476	1757	1000	1121	1460	979
DPRXP1	1	0	0	1	0	0
AC018867.1	0	0	0	1	1	0
AC018867.2	1	1	1	0	1	1
ITGAV	2076	2931	1778	2712	2123	2038
AC017101.10	0	0	0	0	0	0
FAM171B	883	933	311	635	899	310
ZSWIM2	3	1	0	0	1	4
AC018735.1	18	16	10	25	13	26
AC007319.1	0	1	0	1	5	0
RN7SKP42	0	0	0	0	0	0
RNU6-989P	0	0	0	0	0	0
CALCRL	385	241	120	188	283	158
GAPDHP59	1	0	0	0	0	0
TFPI	7	47	0	6	153	2
LINC01090	0	1	7	2	0	1
AC068718.1	0	0	0	0	0	0
ST13P2	0	0	0	1	0	0
AC104131.1	0	0	15	3	0	0
RNA5SP114	0	0	0	1	0	0
GULP1	417	504	489	533	524	530
MIR561	0	0	0	0	0	0
AC079613.1	0	0	0	0	0	0
DIRC1	0	0	0	0	0	0
COL3A1	345	667	8	65	91	0
MIR1245A	0	0	0	0	0	0
COL5A2	563	1197	122	867	1120	358
AC133106.2	0	0	0	0	0	0
MIR3129	0	0	0	0	0	0
KRT18P19	0	0	0	0	0	0
AC118063.1	0	0	0	0	0	0
WDR75	1661	1786	952	1456	1142	1322
AC013439.4	6	4	0	4	4	2
SLC40A1	215	160	98	148	138	150
ASNSD1	801	845	508	523	757	469
ANKAR	44	30	37	17	43	37
OSGEPL1	346	381	279	311	282	373
OSGEPL1-AS1	22	11	19	14	16	19
RP11-455J20.3	15	5	6	9	10	12
ORMDL1	1584	1471	1019	1275	1531	1212
AC013468.1	2	0	0	0	0	0
PMS1	978	1109	614	871	774	881
C2orf88	80	55	33	46	62	74
AC008122.1	0	0	0	1	0	0
AC019178.3	0	0	0	0	0	0
HNRNPCP2	5127	6036	3714	3553	4706	3344
AC019178.2	10	12	13	6	11	5
MSTN	3	3	2	4	12	3
HIBCH	456	390	250	328	355	335
INPP1	124	165	89	128	127	114
MFSD6	176	145	53	99	180	103
RP11-647K16.1	15	8	7	16	7	9
TMEM194B	457	336	99	277	177	172
AC093388.3	5	3	1	2	2	2
RN7SKP179	1	0	0	0	0	0
NAB1	795	967	653	706	881	633
AC006460.2	2	1	0	0	3	0
AC005540.3	0	1	0	0	0	2
GLS	2144	2406	1216	1953	1530	1687
STAT1	1338	1512	854	1007	919	868
AC067945.3	314	407	268	254	326	225
AC067945.2	0	0	0	0	0	0
AC067945.4	1	0	0	0	0	0
STAT4	9	21	19	20	18	36
RNU6-959P	0	0	0	0	0	0
HMGB1P27	1	1	0	0	1	1
AC092614.2	7	24	14	20	14	19
MYO1B	4540	5356	1744	2962	2746	2509
RNU6-1045P	0	0	0	0	0	0
NABP1	71	105	71	88	73	91
AC098872.3	0	0	0	0	0	0
SDPR	0	2	0	0	0	0
AC098617.1	0	0	0	0	0	0
DNAJB1P1	50	41	30	42	42	23
TMEFF2	35	50	47	23	78	8
AC013401.1	0	0	0	0	0	0
AC013401.2	0	0	0	0	0	0
PCGEM1	0	0	0	0	0	0
RPS17P8	0	0	0	0	0	0
AC092638.1	0	0	0	0	0	0
AC092638.2	56	87	49	76	71	60
AC074290.1	44	41	29	29	42	30
RP11-764E7.1	1	0	1	0	0	0
AC068135.1	0	0	0	0	0	0
GLULP6	23	32	29	25	30	26
HNRNPA1P47	0	4	3	0	0	0
AC018799.1	0	0	0	1	0	0
AC106883.1	0	0	0	0	0	0
AC073973.1	0	0	0	0	0	0
AC006196.1	0	0	0	0	0	0
AC010983.1	0	0	0	0	0	0
AC064834.1	1	0	0	0	1	0
RP11-762E8.1	0	0	0	0	0	0
RNU6-169P	0	0	0	0	0	0
AC064834.2	0	0	0	0	0	0
AC064834.3	0	0	0	0	0	0
SLC39A10	6663	5578	2860	5448	3891	4576
AHCYP5	41	46	38	69	44	25
RNU6-915P	0	0	0	0	0	0
DNAH7	78	49	34	53	45	28
AC104600.1	55	19	21	31	23	20
AC114760.1	0	0	0	0	0	0
STK17B	177	196	148	176	152	160
RP11-347P5.1	0	0	0	0	0	1
HECW2	389	308	140	171	255	135
AC020571.3	0	0	0	0	0	1
RN7SL820P	0	0	0	0	0	0
CCDC150	428	323	257	349	447	540
GTF3C3	1364	1604	926	1312	972	1092
C2orf66	8	6	3	1	4	2
PGAP1	3624	3677	2550	3828	2733	3039
ANKRD44	30	24	17	21	35	24
HNRNPA3P15	0	0	1	0	0	0
AC017035.2	1	0	0	0	0	0
AC013264.2	0	0	0	0	0	0
ANKRD44-IT1	0	0	0	0	1	0
ATP5G2P3	36	45	36	26	42	26
AC010746.3	0	0	0	0	0	0
NPM1P46	689	807	453	548	524	469
SF3B1	12921	12214	7835	9412	8009	9989
SNORA4	2	3	2	2	2	5
RNU6-1029P	0	0	0	0	0	0
COQ10B	98	149	93	78	125	93
HSPD1	10578	12509	5879	9468	7723	6278
HSPE1	509	657	386	528	530	452
HSPE1-MOB4	0	0	0	0	0	0
MOB4	338	466	289	301	346	235
AC020550.7	0	1	0	0	0	0
RFTN2	59	127	60	104	209	42
AC011997.1	2	1	1	0	2	1
MARS2	752	872	443	774	613	568
BOLL	9	5	8	4	6	8
PLCL1	36	11	25	8	12	12
AC109589.1	0	0	0	0	0	0
AC005235.1	0	0	0	0	0	0
AC019330.1	0	0	0	0	0	0
AC019330.2	0	0	0	0	0	0
AC018717.1	0	0	0	0	0	0
AC018717.2	0	0	0	0	0	0
RNU7-147P	0	0	0	0	0	0
SATB2	324	487	228	303	814	278
RP11-486F17.1	0	0	0	0	0	1
SATB2-AS1	1	10	3	10	29	13
AC093590.1	0	0	0	0	0	0
SEPHS1P6	161	177	138	128	188	106
FTCDNL1	0	4	7	1	2	1
AC073043.1	2	6	0	6	3	2
AC108032.1	0	0	0	0	0	0
RN7SL717P	0	0	0	0	0	0
C2orf69	597	629	447	670	457	634
TYW5	429	351	317	354	311	420
C2orf47	213	259	131	156	194	116
SPATS2L	384	478	361	355	320	272
AC105381.1	0	0	0	1	0	1
KCTD18	133	153	113	122	99	113
SGOL2	1490	1454	845	952	982	872
AOX1	15	5	0	24	9	15
AOX3P	0	0	0	0	0	0
AOX2P	0	0	0	0	0	0
AC007163.3	0	0	1	0	0	0
RNU1-133P	0	0	0	0	0	0
AC007163.6	0	0	2	0	0	1
BZW1	4005	4186	2301	2713	2756	2107
RP11-469M7.1	41	49	40	32	52	21
RNU6-31P	0	0	0	0	0	0
AC005037.2	0	0	0	0	0	0
AC005037.1	0	0	0	0	0	0
RNA5SP115	0	1	0	0	1	0
CLK1	1407	1104	738	871	1011	1006
PPIL3	489	542	352	421	448	499
RNU6-312P	8	17	7	5	4	8
NIF3L1	616	754	377	531	476	510
RNU6-762P	2	2	2	3	1	6
ORC2	844	766	437	689	581	655
RN7SL694P	0	0	1	0	1	0
AC005037.3	1	0	0	0	0	0
FAM126B	404	364	312	322	328	388
HNRNPA1P35	1825	2118	2055	1456	2128	1159
AC005037.4	1	0	0	1	0	0
NDUFB3	219	316	181	203	230	189
RNU6-1206P	0	1	0	0	0	0
RP11-13J8.1	0	0	0	0	1	1
AC007272.3	0	0	0	0	0	0
AC007272.1	0	0	0	0	0	0
CFLAR	723	549	441	564	871	596
IMPDH1P10	0	0	0	0	0	0
CFLAR-AS1	0	1	1	3	1	4
RNU7-45P	0	0	0	0	1	0
AC007283.4	18	33	14	13	28	22
AC007283.5	0	0	0	0	0	0
CASP10	1	0	2	2	1	2
MTND5P25	0	0	0	0	0	0
MTND4P23	0	0	0	0	0	0
AC005037.6	0	0	0	0	0	0
CASP8	22	31	10	48	17	20
ALS2CR12	5	5	5	5	2	8
TRAK2	316	352	383	288	329	375
STRADB	420	490	355	362	377	346
AC007256.5	290	292	236	193	263	145
ALS2CR11	5	6	6	2	9	4
AC007163.8	0	0	0	0	0	0
AC007282.6	0	0	0	0	0	0
AC007163.9	0	0	0	0	0	0
AC007163.10	0	0	0	0	0	0
AC007163.11	0	0	0	0	0	0
MTND4P29	0	0	0	1	0	0
MTND5P31	0	0	0	0	0	0
TMEM237	1845	1640	980	1305	1235	1353
ENO1P4	0	0	0	0	0	0
MPP4	3	7	2	5	4	2
RNU6-651P	0	0	0	0	1	0
ALS2	1073	1084	794	813	820	708
AC007279.2	1	1	0	4	0	5
CDK15	3	1	0	0	4	0
UBE2V1P11	1	0	0	2	1	0
AC007242.1	0	0	0	0	0	0
RNU6-440P	0	0	0	0	0	0
AC007358.1	0	0	0	0	1	0
RP11-107N15.1	7	7	8	15	9	11
FZD7	4440	7503	7453	7237	3214	6550
AC079354.1	4	7	0	3	5	3
AC079354.3	3	1	0	1	0	1
AC079354.5	0	0	0	0	0	0
PSMA2P3	497	678	369	391	453	299
DAZAP2P1	72	92	112	85	100	59
SUMO1	1058	1245	900	851	1024	669
AC079354.6	0	1	0	1	0	1
AC079354.2	54	76	61	40	76	44
NOP58	2203	2322	1294	1617	1677	1397
SNORD70	0	1	2	2	2	2
SNORD11B	0	0	0	0	0	0
SNORD11	5	2	1	6	2	5
RN7SL753P	1	0	0	0	0	0
AC064836.3	65	109	74	92	75	70
RP11-686O6.1	0	0	1	0	1	0
RN7SL40P	0	0	0	0	0	0
RP11-686O6.2	5	11	0	9	14	8
BMPR2	1948	1518	1063	1227	1500	883
RP11-27M5.1	0	0	0	0	0	0
AC073410.1	1	2	1	3	2	2
AC009960.1	0	0	0	0	0	0
AC009960.2	0	0	0	0	0	0
AC009960.4	0	0	1	1	0	1
AC009960.5	0	0	0	1	0	0
AC009960.7	0	0	0	0	0	0
AC009960.6	0	0	0	0	0	0
MTND4P30	0	0	1	0	0	0
AC009960.3	0	0	0	0	0	0
FAM117B	669	725	545	472	665	367
AC098831.4	37	51	38	30	59	22
ICA1L	360	304	311	220	285	251
KRT8P15	1	1	0	1	3	1
WDR12	1054	1294	672	1005	720	772
CARF	342	230	207	221	171	223
AC010900.2	2	1	0	2	2	1
RP11-544H14.1	0	0	0	0	0	0
NBEAL1	151	158	110	120	65	109
RPL7P14	1	0	0	0	0	0
SNORA1	0	0	0	0	0	0
AC023271.1	1	0	1	0	0	0
AC023271.2	0	0	0	0	0	0
AC011737.2	0	0	0	0	0	0
CYP20A1	472	425	289	429	332	336
RN7SL670P	0	0	0	1	0	0
MRPL50P2	7	9	4	3	4	6
ABI2	4675	4784	3326	3981	4116	3447
RP11-363J17.1	0	1	1	0	0	0
RAPH1	100	62	66	68	54	66
AC125238.2	582	646	443	430	528	434
AC125238.3	0	1	1	0	0	0
CD28	0	1	0	0	0	0
KRT18P39	0	2	0	0	1	0
AC125238.1	0	0	0	0	0	0
NPM1P33	90	110	47	57	53	53
RNU6-474P	0	0	0	0	0	0
CTLA4	0	1	0	0	0	0
ICOS	0	0	0	0	2	0
AC009965.1	0	0	0	0	0	0
AC009965.2	0	1	0	0	0	0
AC009498.1	0	0	0	0	0	0
DSTNP5	0	0	0	0	0	0
AC106901.1	0	0	0	0	0	0
AC016903.1	0	0	0	0	0	0
AC016903.2	0	0	0	0	0	0
PARD3B	532	664	527	388	319	434
AC008171.1	1	0	0	1	0	0
NRP2	2196	1374	1969	1028	2658	1149
AC007362.3	2	1	0	0	2	0
AC007362.1	207	100	174	82	220	70
RN7SKP178	0	0	0	0	0	0
AC007679.1	0	0	0	0	0	0
AC007679.3	0	0	0	0	0	0
INO80D	477	426	386	437	439	382
Vault	0	1	3	1	2	0
AC007679.4	0	0	0	0	0	0
AC007383.3	49	35	29	26	32	27
NDUFS1	2132	1921	1331	1545	1374	1055
AC007383.4	0	0	0	0	0	0
GCSHP3	0	0	0	0	0	0
EEF1B2	2931	3308	1767	2370	2825	2147
SNORD51	18	15	6	16	14	12
SNORA41	0	0	0	0	0	0
GPR1	19	36	171	11	123	13
RN7SKP200	0	0	0	0	0	0
AC007383.6	208	255	152	168	166	179
HMGN1P6	0	0	0	0	0	0
RN7SKP260	0	0	0	0	0	0
ZDBF2	2325	1040	773	1323	654	798
AC017081.1	2	0	1	1	2	2
AC017081.2	41	41	16	68	26	64
HNRNPA1P51	50	49	53	42	54	36
ADAM23	1273	1060	1040	1206	923	1070
AC010731.2	12	9	13	19	3	31
AC010731.3	0	0	0	0	0	0
AC010731.4	0	0	0	0	0	0
DYTN	0	0	0	0	0	0
AC010731.6	0	0	0	0	0	0
MDH1B	92	58	34	55	49	55
FASTKD2	1897	1436	764	1367	1049	1023
MIR3130-1	0	0	0	0	0	0
RP11-95H11.1	0	1	1	0	0	0
AC008269.2	0	0	0	1	0	0
CPO	2	3	3	2	4	2
KLF7	361	374	274	256	313	280
MIR2355	0	0	0	0	0	0
KLF7-IT1	1	1	0	0	0	1
AC007879.1	1	0	1	1	0	0
AC007879.2	1	0	1	0	1	0
AC007879.4	0	0	0	0	0	0
AC007879.3	0	0	0	0	0	1
AC007879.7	1	1	0	0	0	0
AC007879.5	0	0	0	3	1	1
AC007879.6	0	0	0	0	0	0
MIR1302-4	0	0	0	0	0	0
CREB1	1385	1332	1248	1071	1278	1047
METTL21A	483	478	250	407	322	342
AC079767.3	0	0	0	0	0	0
AC079767.4	0	0	0	0	0	0
RNU6-664P	0	0	0	0	0	0
PPP1R14BP2	16	20	12	25	26	10
CCNYL1	316	394	351	309	382	318
RP11-801F7.1	0	0	0	0	0	0
MIR4775	0	0	0	0	0	0
FZD5	324	322	292	189	216	285
AC096772.6	38	36	30	29	35	18
PLEKHM3	43	51	31	37	28	34
AC083900.1	0	1	0	0	0	0
RNU6-360P	0	0	0	0	0	0
AC093698.1	1	0	0	0	0	0
RNA5SP116	0	0	0	0	0	0
AC093698.2	140	173	114	129	181	118
CRYGEP	1	0	0	0	0	0
CRYGD	0	0	3	6	1	1
CRYGC	0	0	0	0	0	0
AC093698.4	5	3	3	7	5	3
CRYGB	0	0	0	0	0	0
CRYGA	0	0	0	1	0	0
C2orf80	2	2	6	5	4	4
AC016697.1	0	0	0	0	0	0
TPT1P2	8	12	3	5	8	2
AC016697.3	0	0	0	0	0	0
IDH1	3487	4767	3202	2940	2909	2440
IDH1-AS1	10	14	3	8	3	6
PIKFYVE	1417	1389	962	1198	1074	1057
AC016697.2	35	42	46	38	78	26
PTH2R	1	1	0	1	2	0
AC012362.3	3	6	6	9	6	5
AC012362.1	0	0	0	0	0	0
AC019185.2	0	0	0	0	0	0
AC019185.4	0	0	0	0	0	0
AC019185.3	0	0	0	0	0	0
RNA5SP117	0	0	0	0	0	0
HSPA8P6	0	0	0	0	0	0
CRYGFP	0	0	0	0	0	1
MEAF6P1	54	69	42	45	49	31
PKP4P1	366	302	107	230	272	153
MAP2	1415	2613	1985	1760	1758	1114
RNA5SP118	0	3	3	3	2	1
UNC80	58	76	45	66	48	43
SNAI1P1	0	2	2	4	0	0
RPE	603	642	435	577	478	495
KANSL1L	482	438	364	440	359	479
RP11-260M2.1	27	24	21	32	14	40
AC007038.7	38	11	13	24	20	24
AC006994.1	0	0	1	0	1	1
AC006994.3	0	0	0	0	0	0
AC006994.2	0	0	2	1	0	0
ACADL	1	1	0	0	1	7
MYL1	0	0	0	0	0	0
AC007970.1	11	13	7	10	7	5
LANCL1	1326	1085	663	929	928	763
CPS1	2352	1293	370	1641	621	483
RP11-212J19.1	0	0	0	0	0	0
AC013404.1	0	0	0	0	0	0
ERBB4	368	361	1033	263	153	348
RNA5SP119	0	0	0	0	0	0
MTND2P23	0	0	0	0	0	0
AC105921.5	0	1	0	0	0	0
MIR548F2	0	0	0	0	0	0
AC079610.1	0	0	0	0	0	1
AC093865.1	0	0	0	0	0	0
AC093381.2	0	0	0	0	0	0
PCED1CP	0	0	0	0	0	0
AC108066.1	0	0	0	0	0	0
MIR4776-2	0	0	0	0	0	0
IKZF2	197	182	175	142	118	139
RP11-105N14.1	21	22	18	9	7	16
RP11-105N14.3	0	0	0	0	0	0
RP11-105N14.2	0	0	0	0	0	0
AC079610.2	0	0	1	3	1	1
SPAG16	210	241	198	170	229	123
MIR4438	0	0	0	0	0	0
AC107218.3	1	0	0	0	0	1
RPL5P8	1	0	0	0	1	0
VWC2L	0	1	0	3	3	2
VWC2L-IT1	0	0	0	0	0	0
ENSAP3	0	0	0	0	0	0
BARD1	800	681	588	562	575	521
AC072062.1	8	3	4	6	6	3
AC016708.2	590	705	544	506	734	487
ABCA12	13	13	12	16	9	4
AC072062.3	0	0	0	1	2	0
AC073284.4	1	0	0	0	0	0
ATIC	2426	3029	1467	2162	1545	1721
FN1	4233	5082	5505	4835	4177	4631
AC012462.1	1	2	0	0	2	3
AC012462.2	0	0	0	0	0	0
AC012462.3	0	0	0	0	0	0
AC012668.1	0	0	0	0	0	0
AC012668.2	0	0	0	0	0	0
AC012668.3	0	0	0	0	0	0
LINC00607	0	1	0	1	0	0
AC093850.2	0	0	0	0	0	0
AC093850.1	0	0	0	0	0	0
AC122136.2	0	0	0	0	0	0
AC122136.1	0	0	0	0	0	0
AC093382.1	2	0	1	0	0	0
MREG	92	97	58	76	100	87
PECR	151	165	97	136	139	152
TMEM169	1774	1750	1081	1328	1105	1691
XRCC5	11930	13446	7761	9240	8673	7102
POLHP1	19	21	17	21	9	31
AC012513.4	0	0	0	0	0	1
RP11-566E18.3	628	580	430	420	762	244
MARCH4	2	6	20	0	10	6
AC012513.6	0	0	0	0	0	0
AC069155.1	0	0	0	0	0	0
AC098820.2	0	0	0	0	0	0
SMARCAL1	362	518	340	334	353	294
AC098820.3	4	5	9	4	4	7
AC098820.4	0	0	1	1	1	3
RPL37A	4784	6244	5262	4886	5979	5007
AC073321.3	1	1	1	1	0	2
AC073321.4	2	0	0	0	0	1
PSMB3P2	51	75	48	48	80	50
IGFBP2	12976	13521	8943	14122	17274	9078
IGFBP5	2446	6793	1858	15414	7790	1908
AC007563.5	0	0	0	0	0	0
AC007563.4	1	4	0	2	3	2
RNA5SP120	0	0	0	0	0	0
AC007563.3	0	0	0	1	2	0
FABP5P14	0	0	0	0	0	0
AC007557.4	0	0	1	0	0	0
TNP1	0	0	0	0	0	0
AC007557.2	0	0	1	0	0	0
AC007557.3	0	0	0	0	0	0
AC007563.1	2	0	0	1	0	1
AC007557.1	0	0	0	0	0	0
RP11-574O16.1	0	0	0	0	0	0
AC010887.1	0	0	0	0	0	0
RN7SKP43	0	0	0	0	0	0
AC009492.1	0	0	2	1	0	0
DIRC3	5	4	7	3	2	13
AC010886.2	0	0	0	0	0	0
RPL7L1P9	36	30	24	23	13	14
TNS1	136	405	132	148	298	232
AC009469.1	0	0	0	0	0	0
AC010136.2	0	1	0	0	0	0
RUFY4	0	0	0	0	0	0
CXCR2P1	0	0	0	0	0	0
CXCR2	0	0	0	4	1	4
CXCR1	0	0	0	0	0	0
HMGB1P9	1	0	1	0	0	0
ARPC2	1314	1543	1142	1332	1497	1329
RP11-378A13.1	11	19	15	10	26	16
GPBAR1	4	10	5	6	3	3
AAMP	1053	1298	883	956	1084	757
PNKD	465	469	193	385	380	199
TMBIM1	7	10	8	11	31	16
AC021016.8	0	0	0	2	0	0
AC021016.7	644	874	539	496	730	569
C2orf62	4	5	1	6	0	5
AC021016.6	0	0	0	0	0	0
SLC11A1	0	1	0	0	1	1
CTDSP1	282	376	306	308	422	264
RP11-378A13.2	0	0	0	0	0	0
MIR26B	1	0	0	0	0	0
VIL1	0	0	0	1	1	0
USP37	484	475	305	423	381	373
RN7SKP38	2	0	0	0	2	0
RQCD1	1717	1695	986	1214	1649	1005
RNU6-136P	0	0	0	0	0	0
PLCD4	114	103	89	97	167	85
RP11-548H3.1	4	4	10	5	10	7
ZNF142	804	866	627	751	820	660
BCS1L	533	547	396	575	606	615
RNF25	303	341	202	210	309	195
STK36	1053	888	727	1010	1102	1102
TTLL4	2104	2003	1055	1710	2068	1489
CYP27A1	52	47	5	56	124	18
RP11-459I19.1	0	0	0	1	2	0
PRKAG3	0	0	0	0	0	0
AC009974.11	0	0	1	0	0	0
WNT6	0	0	1	0	1	0
